0.191175832,0.404994656,0.0366
0.154022181,0.667992327,0.0373
0.174549755,1.892854003,0.0305
0.209486842,3.985104981,0.0342
0.232271685,3.075464054,0.031
0.262744808,1.415080326,0.0259
0.219408955,0.95824374,0.0359
0.236741816,0.661885368,0.0352
0.212767899,1.931817169,0.0555
0.215048604,0.712583863,0.0642
0.194909576,0.496066185,0.0444
0.17949971,0.414999412,0.0413
0.064905718,0.562396572,0.045
0.09057937,1.247560174,0.0846
0.322786914,1.467413182,0.0642
0.215226225,3.138248186,0.0954
0.223240144,2.618966674,0.065
0.244333886,1.29697215,0.035
0.21069812,1.006367962,0.0406
0.165921562,0.591380885,0.0352
0.153639802,0.704234437,0.0351
0.142818482,0.509258253,0.04
0.083645979,0.507262483,0.0464
0.093711176,0.456843988,0.0386
0.076986421,0.589539299,0.0482
0.127546766,0.916754406,0.0692
0.131269409,1.684994121,0.1193
0.136429055,4.42076765,0.1843
0.158070462,5.924981709,0.1698
0.170903588,2.738615468,0.0658
0.150923679,1.070318966,0.0281
0.085519635,0.595039386,0.0228
0.063170211,0.537556751,0.0247
0.09626448,0.531071114,0.0275
0.058029067,0.413551307,0.0327
0.042873298,0.475764337,0.0412
0.035837528,0.476678346,0.0465
0.045519112,0.695913381,0.0669
0.038055325,1.514675202,0.0727
0.058526159,5.127179179,0.1832
0.102674875,4.274717451,0.0912
0.158328259,2.287200026,0.0451
0.160781651,0.787944557,0.02
0.140034517,0.510137724,0.0204
0.213451247,0.460475353,0.0243
0.186479973,0.492275701,0.0292
0.126432933,0.317436078,0.0324
0.038276118,0.455199759,0.0348
0.053415851,0.452989363,0.0375
0.043847747,0.769962886,0.0524
0.114046327,1.635747432,0.1064
0.134351875,2.677812305,0.1141
0.180232397,4.625453789,0.0917
0.271430974,1.542454405,0.0275
0.332205768,1.175912255,0.0304
0.257514853,0.5783319,0.0187
0.178697948,0.684428448,0.0198
0.216983934,0.494732793,0.0358
0.146157512,0.578425644,0.0404
0.163480505,0.382388668,0.0339
0.093809854,0.390598711,0.0366
0.182631516,0.789720768,0.0424
0.162555395,1.540894053,0.0243
0.19705213,3.79850166,0.0339
0.224373712,8.247487632,0.0592
0.324211584,5.537129958,0.0414
0.331420041,1.589567174,0.0242
0.264712209,0.871797761,0.0201
0.193593453,0.781695747,0.0278
0.197758914,0.649159555,0.0493
0.190488783,0.444753417,0.0355
0.134235928,0.470973501,0.036
0.077339196,0.474306364,0.0389
0.06961021,0.90481062,0.0618
0.116996811,1.509934938,0.0602
0.192078739,1.669723638,0.0441
0.216599088,1.32565056,0.0237
0.229957676,0.919211499,0.0183
0.210390983,0.782408699,0.0162
0.161481034,0.464274471,0.0159
0.172383764,0.421787253,0.017
0.171067641,0.387401531,0.0231
0.101998928,0.279991326,0.0283
0.120953815,0.264376702,0.0269
0.092980956,0.355486469,0.0314
0.101683157,0.441659849,0.0395
0.107296725,0.671722371,0.0273
0.102894435,2.421101681,0.0226
0.103015316,2.419818861,0.0179
0.109937605,1.075350331,0.0148
0.108982892,0.896142956,0.019
0.105690734,1.415156802,0.0348
0.119020952,0.798221912,0.039
0.09470166,0.643772948,0.0474
0.070399638,0.416581967,0.0377
0.053382547,0.380338624,0.0347
0.046524399,0.459863547,0.04
0.032587308,0.691813293,0.0507
0.01076458,1.562317134,0.035
0.015767575,3.613130585,0.0498
0.04995594,4.844702392,0.0677
0.069299373,1.879438674,0.0409
0.070847391,1.109752088,0.0358
0.066288449,0.973901535,0.0233
0.066511709,1.08358381,0.0356
0.052572151,0.573935777,0.0483
0.048062548,0.522313406,0.0436
0.05556334,0.503510236,0.0387
0.059028185,0.647575767,0.0475
0.080511707,0.865745075,0.076
0.072649505,1.046197031,0.0507
0.055851974,2.610780068,0.0774
0.056757349,5.258275901,0.115
0.053900609,2.03266526,0.0791
0.059467304,0.822647283,0.0374
0.05275594,0.584844674,0.024
0.055143957,0.770268789,0.024
0.061719639,0.544902125,0.0455
0.113229764,0.390803468,0.0427
0.03891136,0.443515003,0.0387
0.065907303,0.550873401,0.051
0.084234349,0.838163228,0.0709
0.169382707,1.363179189,0.0608
0.157038039,3.684171632,0.1021
0.163215307,4.870680714,0.1306
0.172979535,1.715034292,0.0394
0.169961209,0.796428432,0.0212
0.149406498,0.630371187,0.0185
0.129570907,0.692543513,0.0188
0.095013731,0.528393228,0.0294
0.085967389,0.426529983,0.0372
0.107855491,0.515516931,0.039
0.129504299,0.74235637,0.0501
0.17358764,1.619761531,0.0833
0.205753098,2.36161094,0.1162
0.220358735,3.951983576,0.1856
0.212090719,5.520165907,0.1478
0.239177939,2.294892007,0.0389
0.285817052,1.146455519,0.0332
0.238238028,0.496517638,0.0224
0.238493358,0.682852061,0.0375
0.219987458,0.519658957,0.0427
0.223955563,0.376068316,0.0417
0.126543947,0.366084529,0.0372
0.097737255,0.403836418,0.0408
0.074318403,0.556425295,0.0392
0.085884745,0.865963401,0.0216
0.080753469,2.576818663,0.0209
0.09259241,2.039524643,0.0157
0.147740067,1.051373947,0.0112
0.155043502,0.586751634,0.0117
0.134248263,0.432186722,0.0119
0.101261307,0.597253483,0.013
0.105606857,0.361387437,0.0157
0.087165098,0.314109382,0.0239
0.057560344,0.317696342,0.0253
0.066668361,0.36659519,0.0302
0.137801919,0.897150709,0.0484
0.209995036,2.076176267,0.0774
0.195232747,3.843142535,0.1793
0.160754514,7.10069414,0.2762
0.242724194,4.219865829,0.1723
0.253529479,1.299136907,0.0828
0.222604902,0.501176492,0.0369
0.210076446,0.410236946,0.0265
0.174956803,0.519240807,0.0296
0.172112398,0.462742489,0.0372
